,1000 HK Equity ISIN,1025 HK Equity ISIN,1033 HK Equity ISIN,1053 HK Equity ISIN,1055 HK Equity ISIN,1057 HK Equity ISIN,1065 HK Equity ISIN,1066 HK Equity ISIN,107 HK Equity ISIN,1071 HK Equity ISIN,1072 HK Equity ISIN,1075 HK Equity ISIN,1088 HK Equity ISIN,1099 HK Equity ISIN,1103 HK Equity ISIN,1108 HK Equity ISIN,1122 HK Equity ISIN,1133 HK Equity ISIN,1138 HK Equity ISIN,1157 HK Equity ISIN,1171 HK Equity ISIN,1186 HK Equity ISIN,1202 HK Equity ISIN,1211 HK Equity ISIN,1226560D HK Equity ISIN,1265 HK Equity ISIN,1288 HK Equity ISIN,1289 HK Equity ISIN,1292 HK Equity ISIN,1296 HK Equity ISIN,1330 HK Equity ISIN,1336 HK Equity ISIN,1339 HK Equity ISIN,1349 HK Equity ISIN,1353 HK Equity ISIN,1359 HK Equity ISIN,1375 HK Equity ISIN,1385 HK Equity ISIN,1398 HK Equity ISIN,1456 HK Equity ISIN,1459 HK Equity ISIN,1461 HK Equity ISIN,1476 HK Equity ISIN,1508 HK Equity ISIN,1513 HK Equity ISIN,1527 HK Equity ISIN,1528 HK Equity ISIN,1533 HK Equity ISIN,1543 HK Equity ISIN,1558 HK Equity ISIN,1577 HK Equity ISIN,1578 HK Equity ISIN,1588 HK Equity ISIN,1599 HK Equity ISIN,1606 HK Equity ISIN,161 HK Equity ISIN,1618 HK Equity ISIN,1658 HK Equity ISIN,1666 HK Equity ISIN,168 HK Equity ISIN,1708 HK Equity ISIN,1766 HK Equity ISIN,177 HK Equity ISIN,1776 HK Equity ISIN,1786 HK Equity ISIN,1798 HK Equity ISIN,1799 HK Equity ISIN,1800 HK Equity ISIN,1812 HK Equity ISIN,1816 HK Equity ISIN,1818 HK Equity ISIN,1819 HK Equity ISIN,1829 HK Equity ISIN,1858 HK Equity ISIN,187 HK Equity ISIN,1893 HK Equity ISIN,1898 HK Equity ISIN,1919 HK Equity ISIN,1958 HK Equity ISIN,1963 HK Equity ISIN,1988 HK Equity ISIN,2006 HK Equity ISIN,2009 HK Equity ISIN,2016 HK Equity ISIN,2039 HK Equity ISIN,2066 HK Equity ISIN,2068 HK Equity ISIN,2120 HK Equity ISIN,2196 HK Equity ISIN,2202 HK Equity ISIN,2208 HK Equity ISIN,2218 HK Equity ISIN,2238 HK Equity ISIN,2284974Q HK Equity ISIN,2289 HK Equity ISIN,2308 HK Equity ISIN,2318 HK Equity ISIN,2328 HK Equity ISIN,2333 HK Equity ISIN,2337 HK Equity ISIN,2338 HK Equity ISIN,2345 HK Equity ISIN,2355 HK Equity ISIN,2357 HK Equity ISIN,2386 HK Equity ISIN,2488 HK Equity ISIN,2600 HK Equity ISIN,2601 HK Equity ISIN,2607 HK Equity ISIN,2626 HK Equity ISIN,2628 HK Equity ISIN,2698 HK Equity ISIN,2722 HK Equity ISIN,2727 HK Equity ISIN,2777 HK Equity ISIN,2799 HK Equity ISIN,2866 HK Equity ISIN,2868 HK Equity ISIN,2880 HK Equity ISIN,2883 HK Equity ISIN,2899 HK Equity ISIN,300 HK Equity ISIN,317 HK Equity ISIN,323 HK Equity ISIN,3323 HK Equity ISIN,3328 HK Equity ISIN,3330 HK Equity ISIN,3332 HK Equity ISIN,3355 HK Equity ISIN,3369 HK Equity ISIN,3378 HK Equity ISIN,338 HK Equity ISIN,3396 HK Equity ISIN,3399 HK Equity ISIN,347 HK Equity ISIN,350 HK Equity ISIN,357 HK Equity ISIN,358 HK Equity ISIN,3606 HK Equity ISIN,3618 HK Equity ISIN,3636 HK Equity ISIN,3658744Q HK Equity ISIN,3678 HK Equity ISIN,3698 HK Equity ISIN,38 HK Equity ISIN,3833 HK Equity ISIN,386 HK Equity ISIN,3866 HK Equity ISIN,3898 HK Equity ISIN,390 HK Equity ISIN,3903 HK Equity ISIN,3908 HK Equity ISIN,3928 HK Equity ISIN,3948 HK Equity ISIN,3958 HK Equity ISIN,3968 HK Equity ISIN,3969 HK Equity ISIN,3983 HK Equity ISIN,3988 HK Equity ISIN,3993 HK Equity ISIN,3996 HK Equity ISIN,416 HK Equity ISIN,42 HK Equity ISIN,438 HK Equity ISIN,489 HK Equity ISIN,525 HK Equity ISIN,548 HK Equity ISIN,549 HK Equity ISIN,552 HK Equity ISIN,553 HK Equity ISIN,564 HK Equity ISIN,568 HK Equity ISIN,576 HK Equity ISIN,579 HK Equity ISIN,588 HK Equity ISIN,598 HK Equity ISIN,6030 HK Equity ISIN,6116 HK Equity ISIN,6138 HK Equity ISIN,6178 HK Equity ISIN,6188 HK Equity ISIN,6196 HK Equity ISIN,6198 HK Equity ISIN,6199 HK Equity ISIN,670 HK Equity ISIN,6818 HK Equity ISIN,6826 HK Equity ISIN,6837 HK Equity ISIN,6839 HK Equity ISIN,6865 HK Equity ISIN,6866 HK Equity ISIN,6869 HK Equity ISIN,6881 HK Equity ISIN,6886 HK Equity ISIN,694 HK Equity ISIN,696 HK Equity ISIN,719 HK Equity ISIN,728 HK Equity ISIN,739 HK Equity ISIN,74 HK Equity ISIN,747 HK Equity ISIN,753 HK Equity ISIN,763 HK Equity ISIN,8045 HK Equity ISIN,8049 HK Equity ISIN,8058 HK Equity ISIN,8095 HK Equity ISIN,8106 HK Equity ISIN,811 HK Equity ISIN,8115 HK Equity ISIN,814 HK Equity ISIN,816 HK Equity ISIN,8188 HK Equity ISIN,8189 HK Equity ISIN,8197 HK Equity ISIN,8205 HK Equity ISIN,8211 HK Equity ISIN,8227 HK Equity ISIN,8235 HK Equity ISIN,8236 HK Equity ISIN,8243 HK Equity ISIN,8247 HK Equity ISIN,8249 HK Equity ISIN,8253 HK Equity ISIN,8258 HK Equity ISIN,8273 HK Equity ISIN,8286 HK Equity ISIN,8301 HK Equity ISIN,8329 HK Equity ISIN,8348 HK Equity ISIN,839 HK Equity ISIN,840 HK Equity ISIN,857 HK Equity ISIN,874 HK Equity ISIN,895 HK Equity ISIN,902 HK Equity ISIN,914 HK Equity ISIN,916 HK Equity ISIN,921 HK Equity ISIN,939 HK Equity ISIN,954 HK Equity ISIN,956 HK Equity ISIN,958 HK Equity ISIN,980 HK Equity ISIN,991 HK Equity ISIN,995 HK Equity ISIN,998 HK Equity ISIN,Date,SZRCCQ HK Equity ISIN
12,,,0.2007464308345355,,,,0.1917586866608755,,,,0.2678883562340783,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.28132154228493544,,,,,,,,,,,,,,,0.19325326464292528,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.11443388582233352,0.21733925713018915,0.350628875518459,,,,,,,,0.2926995011094306,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,94/7,
13,,,0.4449771014387238,,,,0.353248413809341,,,,0.5965281136969849,,,,,0.35829013786393293,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.25690285962050946,,,,,,,,,,,,,,,0.24592029654352834,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.09776160923229041,0.2785888950312691,0.07729798979570304,,,,,,,,0.35320618355888045,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,94/8,
14,,,0.10842499963130937,,,,0.10232259530330949,,,,0.1553028570075994,,,,,0.12442624862625627,0.1350437531240642,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.2807572485001254,,,,,,,,,,,,,,,0.13146062629336902,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.17788594178311254,0.17651687021283347,0.1699273193142646,,,,,,,,0.15663650706631385,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,94/9,
15,,,0.17863716930878507,,,,0.3472894840654111,,,,0.12925480567674336,,,,,0.278224707156124,0.2115278888199428,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.15380788553158836,,,,,,,,,,,,,,,0.061169434182369455,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.07665753136737961,0.19267799586270007,0.35260692437846836,,,,,,,,0.35553289662203486,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,94/10,
16,,,0.34627873639084655,,,,0.4604161429089203,,,,-0.06335060940189395,,,,,0.32327000987459753,0.4594765456392019,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.3795233798226175,,,,,,,,,,,,,,,0.22834521110566527,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.180250855239338,0.15483177014224253,0.4177219657068251,,,,,,,,0.49012069660882407,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,94/11,
17,,,0.23748004223894242,,,,0.2621540374373867,,,,0.11252617230917307,,,,,0.3064560534771989,0.3523441749719573,,0.3190543041420478,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.3092083495395106,,,,,,,,,,,,,,,0.2316490966651163,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.1341697183804464,0.17028570125041234,0.3785982449768547,,,,,,,,0.3459242862536374,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,94/12,
18,,,0.2675110986905104,,,,0.18154147057431347,,,,,,,,,0.2736512759713463,0.3345622279852566,,0.33574243962274103,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.36171731990374567,,,,,,,,,,,,,,,0.34616628403716154,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.3191596736537047,0.26141844182099155,,,,,,,,0.4756478485402875,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,95/1,0.1723420783410215
19,,,0.5248297983121133,,,,0.24378210277298823,,,,0.3050219081991546,,,,,0.1337561919409152,0.12948903372063875,,0.3683799200187027,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.20879439300804453,,,,,,,,,,,,,,,0.24458370383617306,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.26091474289853483,0.02192948720498552,0.3138909594132355,,,,,,,,0.26695567553500066,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,95/2,0.38495273602861074
20,,,0.10683525965435228,,,,0.4959857651670514,,,,,,,,,0.38663119819944314,0.14584745969435092,0.14321438164114886,0.4604155365799966,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.027215018236523534,,,,,,,,,,,,,,,0.20050204608845942,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.2395408005642227,0.5262459739520721,,,,,,,,0.32748276202708726,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,95/3,0.3019615288113731
21,,,0.019736218225986008,,,,0.09957147849730202,,,,0.15951553831496784,,,,,-0.06920621350743804,0.2525292377434297,0.08250706024248647,0.02326082636825043,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.04745572700396828,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.25283795067307896,,,,,,,,0.23841190754609504,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,95/4,0.0353583159902498
22,,,0.07991205984810544,,,,0.14356944025919444,,,,,,,,,,0.3065427796534299,0.0708794035111064,0.06644722925641619,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.07252776044782962,,,,,,,,,,,,,,,0.3102000038773906,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.2304048441877583,,,,,,,,0.09421993410989271,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,95/5,
23,,,0.13383148654984978,,,,,,,,-0.13739878821470963,,,,,,0.046084903678662054,0.03909368320183165,-0.002318016072621159,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.2876337048797037,,,,,,,,,,,,,,,0.14282188606776888,,,,,,,,,,,,,,,,,,,0.21178573374932258,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.003827161598664626,0.24470547901505663,,,,,,,,-0.12054108625716739,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,95/6,
